engine_id,engine_title,production_years,displacement_cc,fuel_system,power_output_hp,torque_output_nm,cylinder_block,compression_ratio,turbocharging,fuel_type,euro_standard,engine_lifespan_km,recommended_oil,manufacturer,year_start
680,Engine Alfa Romeo AR32405,2000-2005,2492,distributed injection,192,218,aluminum v6,10.3,no,petrol,euro 3,~280 000,10w-40,Alfa,2000
681,Engine Alfa Romeo AR67301,1992-1997,2492,distributed injection,165,216,aluminum v6,10,no,petrol,euro 2,~240 000,10w-40,Alfa,1992
682,Engine Alfa Romeo AR16105,1999-2003,2959,distributed injection,218,270,aluminum v6,10,no,petrol,euro 3,~300 000,10w-40,Alfa,1999
684,Engine Alfa Romeo 939A5000,2005-2010,2198,direct injection,185,230,cast iron r4,11.3,no,petrol,euro 4,~220 000,5w-40,Alfa,2005
685,Engine Alfa Romeo 939B1000,2009-2014,1742,direct injection,200,320,aluminum r4,9.5,borgwarner k03,petrol,euro 5,~250 000,5w-40,Alfa,2009
686,Engine Alfa Romeo 960A1000,2013-2019,1742,direct injection,241,340 - 350,aluminum r4,9.25,borgwarner k04,petrol,euro 6,~230 000,5w-40,Alfa,2013
703,Engine Audi CAEA,2008-2014,1984,direct injection,180,320,cast iron r4,9.6,kkk k03,petrol,ulev 2,~250 000,5w-30,Audi,2008
704,Engine Audi CAEB,2008-2013,1984,direct injection,211,350,cast iron r4,9.6,kkk k03,petrol,ulev 2,~240 000,5w-30,Audi,2008
705,Engine Audi CJSB,2012-2018,1798,fsi + mpi,180,280,cast iron r4,9.6,ihi is12,petrol,euro 5,~250 000,5w-30,Audi,2012
706,Engine Audi CJEB,2011-2015,1798,fsi + mpi,170,320,cast iron r4,9.6,ihi is12,petrol,euro 5/6,~275 000,5w-30,Audi,2011
707,Engine Audi CJXC,2013-2018,1984,fsi + mpi,300,380,cast iron r4,9.3,ihi is38,petrol,euro 6,~220 000,0w-20,Audi,2013
708,Engine Audi CVKB,since 2016,1984,fsi + mpi,190,320,cast iron r4,11.6,ihi is20,petrol,euro 6,~250 000,0w-20,Audi,2016
709,Engine Audi CYRB,since 2015,1984,fsi + mpi,250,370,cast iron r4,9.6,ihi is20,petrol,euro 6,~240 000,0w-20,Audi,2015
710,Engine BMW S38B38,1992-1996,3795,injector,340 /6900 rpm,400 /4750 rpm,cast iron r6,10.5,,petrol,,~400 000,"5w-30, 5w-40, 10w-40, 15w-40",BMW,1992
711,Engine BMW B38,since 2013,1499,direct injection,,,aluminum r3,,yes,petrol,euro 6,~300 000,"0w-30, 0w-40, 5w-30, 5w-40",BMW,2013
712,Engine Volkswagen CJSA,since 2012,1798,fsi + mpi,180,250,cast iron r4,9.6,ihi is12,petrol,euro 5/6,~260 000,5w-30,Volkswagen,2012
713,Engine Volkswagen CHHA,2013-2018,1984,fsi + mpi,230,350,cast iron r4,9.6,ihi is20,petrol,euro 6,~230 000,0w-20,Volkswagen,2013
714,Engine Volkswagen CHHB,since 2013,1984,fsi + mpi,220,350,cast iron r4,9.6,ihi is20,petrol,euro 6,~240 000,5w-30,Volkswagen,2013
715,Engine Volkswagen CXDA,since 2016,1984,direct injection,220 - 235,350,cast iron r4,9.6,ihi is20,petrol,euro 5/6,~250 000,5w-30,Volkswagen,2016
716,Engine Volkswagen CZPA,since 2016,1984,fsi + mpi,180,320,cast iron r4,11.6,ihi is20,petrol,euro 6,~250 000,5w-30,Volkswagen,2016
717,Engine Volkswagen CZPB,since 2016,1984,fsi + mpi,190,320,cast iron r4,11.6,ihi is20,petrol,euro 6,~260 000,0w-20,Volkswagen,2016
718,Engine Chevrolet Z22D1,,2231,common rail,163 - 184,350 - 400,cast iron r4,16.3 &#8211; 16.5,vgt,diesel,euro 5,~300 000,5w-30,Chevrolet,
719,Engine Chevrolet Z20D1,2010-2015,1998,common rail,163,350 - 360,cast iron r4,16.5,vgt,diesel,euro 5,~320 000,5w-30,Chevrolet,2010
720,Engine Chevrolet Z20S1,2006-2011,1991,common rail,121 - 127,280 - 300,cast iron r4,17.5,vgt,diesel,euro 4,~400 000,5w-30,Chevrolet,2006
721,Engine Chevrolet Z20S,2006-2011,1991,common rail,150,320,cast iron r4,17.5,vgt,diesel,euro 4,~380 000,5w-30,Chevrolet,2006
722,Engine Chevrolet X25D1,2000-2014,2492,distributed injection,155,237,cast iron r6,9.8,no,92,euro 3/4,~260 000,5w-30,Chevrolet,2000
723,Engine Chevrolet X20D1,2006-2014,1993,distributed injection,141,195,cast iron r6,10.2,no,92,euro 3/4,~250 000,5w-30,Chevrolet,2006
724,Engine Daewoo A16DMS,1997-2002,1598,injector,105,145,cast iron r4,9.5,no,petrol,euro 2/3,~300 000,5w-30,Daewoo,1997
725,Engine Chevrolet F15S3,2002-2011,1498,distributed injection,86,130,cast iron r4,9.5,no,92,euro 3/4,~320 000,5w-30,Chevrolet,2002
726,Engine Daewoo A15SMS,1997-2016,1498,distributed injection,80 - 86,123 - 130,cast iron r4,9.5,no,petrol,euro 3,~300 000,5w-30,Daewoo,1997
727,Engine Chevrolet B15D2,,1485,distributed injection,106,141,cast iron r4,10.2,no,92,euro 5,~350 000,5w-30,Chevrolet,
728,Engine Chevrolet B12D1,2007-2015,1206,distributed injection,84,114,cast iron r4,10.5,no,92,euro 4/5,~300 000,5w-30,Chevrolet,2007
729,Engine Chevrolet B12S1,2002-2011,1150,distributed injection,72,104,cast iron r4,9.3,no,92,euro 3,~300 000,5w-30,Chevrolet,2002
730,Engine Chevrolet B10D1,,996,distributed injection,68,93,cast iron r4,9.8,no,92,euro 4/5,~250 000,5w-30,Chevrolet,
731,Engine Chevrolet B10S1,2002-2009,995,distributed injection,64,91,cast iron r4,9.3,no,92,euro 3/4,~200 000,5w-30,Chevrolet,2002
732,Engine Hyundai G6AV,1995-2005,2497,distributed injection,160 - 170,205 - 225,cast iron v6,10,no,92,euro 2,~200 000,5w-40,Hyundai,1995
733,Engine Daewoo F8CV,1991-2018,796,distributed injection,41 - 52,59 - 72,cast iron r3,9.3,no,petrol,euro 2/3/4,~220 000,5w-40,Daewoo,1991
734,Engine Suzuki F8B,since 1981,796,carburetor / injector,35 - 45,55 - 65,cast iron r3,8.7 &#8211; 9.3,no,petrol,euro 1/2,~250 000,5w-30,Suzuki,1981
735,Engine Daewoo F10CV,2002-2016,995,distributed injection,63,88,cast iron r4,9.3,no,petrol,euro 2/3/4,~220 000,5w-30,Daewoo,2002
736,Engine Daewoo G15MF,1994-2008,1498,injector,75,120,cast iron r4,8.6,no,petrol,euro 1/2,~250 000,5w-30,Daewoo,1994
737,Engine Daewoo A15MF,1994-2008,1498,injector,85 - 90,130 - 137,cast iron r4,9.2 &#8211; 9.5,no,petrol,euro 1/2,~300 000,5w-30,Daewoo,1994
738,Engine Daewoo T18SED,2002-2007,1799,distributed injection,121,165,cast iron r4,9.8,no,petrol,euro 3,~320 000,5w-30,Daewoo,2002
739,Engine Opel X18XE,1995-2000,1799,distributed injection,115,170,cast iron r4,10.8,no,92,euro 2,~350 000,5w-30,Opel,1995
740,Engine Daewoo X20SED,1997-2008,1998,distributed injection,121 - 133,175 - 185,cast iron r4,9.6,no,petrol,euro 2,~350 000,5w-30,Daewoo,1997
741,Engine Opel X20XEV,1994-2000,1998,distributed injection,136,185,cast iron r4,10.8,no,92,euro 2,~350 000,5w-30,Opel,1994
742,Engine Daewoo T22SED,1997-2002,2198,distributed injection,136,202,cast iron r4,9.6,no,petrol,euro 3,~340 000,5w-30,Daewoo,1997
743,Engine Opel X22XE,1995-1999,2198,distributed injection,135 - 140,200 - 205,cast iron r4,10.5,no,92,euro 2,~350 000,5w-30,Opel,1995
744,Engine Fiat 187A1000,2000-2012,1108,distributed injection,54,88,cast iron r4,9.6,no,petrol,euro 3/4,~240 000,5w-40,Fiat,2000
745,Engine Fiat 169A4000,since 2007,1242,distributed injection,69,102,cast iron r4,11.1,no,petrol,euro 4/5,~240 000,5w-40,Fiat,2007
746,Engine Fiat 176A8000,1993-2004,1242,distributed injection,73,106,cast iron r4,9.8,no,petrol,euro 2,~230 000,10w-40,Fiat,1993
747,Engine Fiat 188A4000,1997-2012,1242,distributed injection,60,102,cast iron r4,9.5,no,petrol,euro 2/3,~240 000,5w-40,Fiat,1997
748,Engine Fiat 188A5000,1999-2012,1242,distributed injection,80,114,cast iron r4,10.6,no,petrol,euro 3,~250 000,5w-40,Fiat,1999
749,Engine Fiat 199A6000,2005-2011,1368,distributed injection,95,125,cast iron r4,10.8,no,petrol,euro 4/5,~250 000,5w-40,Fiat,2005
750,Engine Fiat 350A1000,since 2005,1368,distributed injection,77,115,cast iron r4,11.1,no,petrol,euro 4/5,~250 000,5w-40,Fiat,2005
751,Engine Fiat 198A1000,2007-2010,1368,distributed injection,150 - 155,230,cast iron r4,9.8,ihi rhf3 vl36,petrol,euro 4,~230 000,5w-40,Fiat,2007
752,Engine Fiat 198A4000,2007-2020,1368,distributed injection,120,206,cast iron r4,9.8,ihi rhf3 vl37,petrol,euro 4/5,~250 000,5w-40,Fiat,2007
753,Engine Fiat 955A6000,2009-2015,1368,distributed injection,105,130,cast iron r4,10.8,no,petrol,euro 5,~220 000,5w-40,Fiat,2009
754,Engine Fiat 955A2000,2009-2014,1368,distributed injection,135,206,cast iron r4,9.8,garrett mgt1238z,petrol,euro 5,~200 000,5w-40,Fiat,2009
755,Engine Fiat 310A5011,since 2011,1598,distributed injection,110 - 115,150 - 160,aluminum r4,11,no,petrol,euro 5,~250 000,5w-30,Fiat,2011
756,Engine Fiat 370A0011,since 2010,1747,distributed injection,130 - 135,180 - 185,aluminum r4,11,no,petrol,euro 5,~270 000,5w-30,Fiat,2010
757,Engine Fiat 182A3000,1995-1999,1370,single injection,80,112,cast iron r4,9.8,no,petrol,euro 2,~200 000,5w-40,Fiat,1995
758,Engine Fiat 182A2000,1995-2000,1747,distributed injection,113,154,cast iron r4,10.3,no,petrol,euro 2,~275 000,5w-40,Fiat,1995
759,Engine Fiat 182A1000,1995-1999,1998,distributed injection,147,186,cast iron r5,10,no,petrol,euro 2,~300 000,5w-40,Fiat,1995
760,Engine Fiat 192A2000,2001-2007,2446,distributed injection,170,221,cast iron r5,10.5,no,petrol,euro 3,~300 000,5w-40,Fiat,2001
761,Engine Fiat 182A4000,1996-2001,1581,distributed injection,103,144,cast iron r4,10.1 &#8211; 10.5,no,petrol,euro 3,~280 000,5w-40,Fiat,1996
762,Engine Fiat 182B6000,2000-2012,1596,distributed injection,103,145,cast iron r4,10.5,no,petrol,euro 3/4,~300 000,5w-40,Fiat,2000
763,Engine Fiat 199B6000,since 2012,875,distributed injection,105,145,cast iron r2,10,mhi td025l4br,petrol,euro 6,~180 000,0w-30,Fiat,2012
764,Engine Peugeot DW12MTED4,2007-2013,2179,common rail,156,380,cast iron r4,16.6,garrett gtb1752vk,diesel,euro 4/5,~350 000,5w-30,Peugeot,2007
765,Engine Peugeot DW12CTED4,2010-2015,2179,common rail,204,450,cast iron r4,16,mitsubishi td04v,diesel,euro 5,~300 000,5w-30,Peugeot,2010
766,Engine Peugeot DW12BTED4,2006-2010,2179,common rail,163 - 170,370,cast iron r4,16.6,garrett dsgt12-14z,diesel,euro 4/5,~300 000,5w-30,Peugeot,2006
767,Engine Geely JLC-4G15,since 2016,1498,distributed injection,103 - 106,138 - 140,aluminum r4,10,no,petrol,euro 5,~280 000,5w-30,Geely,2016
768,Engine Geely JLY-4G15,since 2009,1498,direct injection,98 - 106,126 - 140,aluminum r4,9.8 &#8211; 10.3,no,petrol,euro 4/5,~300 000,5w-30,Geely,2009
769,Engine Geely JLC-4G18,since 2016,1799,distributed injection,131 - 133,170,aluminum r4,10,no,petrol,euro 5,~300 000,5w-30,Geely,2016
770,Engine Geely JLY-4G18,since 2007,1792,direct injection,125 - 133,162 - 172,aluminum r4,9.5 &#8211; 10.0,no,petrol,euro 4/5,~300 000,5w-30,Geely,2007
771,Engine Geely JLD-4G20,since 2010,1997,distributed injection,136 - 141,178 - 191,aluminum r4,9.5 &#8211; 10.3,no,petrol,euro 4/5,~300 000,5w-30,Geely,2010
772,Engine Geely JLD-4G24,since 2010,2378,distributed injection,148 - 156,210 - 225,aluminum r4,10,no,petrol,euro 4/5,~280 000,5w-30,Geely,2010
773,Engine Geely JLE-4G18TD,2015-2019,1799,direct injection,163,250,aluminum r4,9.6,yes,petrol,euro 5,~250 000,0w-40,Geely,2015
774,Engine Geely JLE-4G18TDB,since 2017,1799,direct injection,184,285 - 300,aluminum r4,9.7,yes,petrol,euro 5,~250 000,0w-40,Geely,2017
775,Engine Geely JLH-3G15TD,since 2018,1477,direct injection,150 - 180,255 - 265,aluminum r3,10.5,single turbo,petrol,euro 5/6,~250 000,0w-20,Geely,2018
776,Engine Volvo B3154T,since 2017,1477,direct injection,156,265,aluminum r3,10.5,single turbocharger,petrol,euro 6,~220 000,0w-20,Volvo,2017
777,Engine Geely JLH-4G20TDB,since 2019,1969,direct injection,238,350,aluminum r4,10.8,single turbo,petrol,euro 5/6,~250 000,0w-20,Geely,2019
778,Engine Volvo B4204T23,since 2015,1969,direct injection,249,350,aluminum r4,10.8,single turbocharger,petrol,euro 5/6,~280 000,0w-20,Volvo,2015
779,Engine Geely MR479Q,1998-2016,1342,distributed injection,84,110,aluminum r4,9.3,no,petrol,euro 3/4,~250 000,5w-30,Geely,1998
780,Engine Toyota 8A-FE,since 1998,1342,injector,85,110 - 120,cast iron r4,9.3,no,92,euro 3,~250 000,5w-30,Toyota,1998
781,Engine Geely MR479QA,2000-2016,1498,distributed injection,94,128,aluminum r4,9.6,no,petrol,euro 3/4,~275 000,5w-30,Geely,2000
782,Engine Volkswagen CDAA,2008-2015,1798,direct injection,160,250,cast iron r4,9.6,kkk k03,petrol,euro 5,~250 000,5w-30,Volkswagen,2008
783,Engine Volkswagen CDAB,2009-2018,1798,direct injection,152,250,cast iron r4,9.6,yes,petrol,euro 4,~200 000,"5w-30, 5w-40",Volkswagen,2009
784,Engine Volkswagen CCZA,2008-2015,1984,direct injection,200,280,cast iron r4,9.6,kkk k03,petrol,euro 5,~275 000,5w-30,Volkswagen,2008
785,Engine Volkswagen CCZB,2009-2015,1984,direct injection,211,280,cast iron r4,9.6,kkk k03,petrol,euro 5,~260 000,5w-30,Volkswagen,2009
786,Engine Volkswagen CCZD,2011-2015,1984,direct injection,180,280,cast iron r4,9.6,kkk k03,petrol,euro 5,~250 000,5w-30,Volkswagen,2011
787,Engine GM LSY,since 2018,1998,direct injection,230 - 240,350,aluminum r4,10,twin-scroll,petrol,euro 6,~250 000,0w-20,GM,2018
788,Engine GM LTG,since 2012,1998,direct injection,230 - 275,350 - 400,aluminum r4,9.5,twin-scroll,petrol,euro 5/6,~250 000,5w-30,GM,2012
789,Engine Opel A20NFT,since 2012,1998,direct injection,250 - 280,400,aluminum r4,9.5,twin-scroll,95,euro 5,~250 000,5w-30,Opel,2012
790,Engine GM LUV,2010-2020,1364,distributed injection,138 - 140,200,cast iron r4,9.5,mhi td025l,petrol,euro 5/6,~250 000,5w-30,GM,2010
791,Engine Opel A14NET/NEL,since 2009,1364,distributed injection,140,200,cast iron r4,9.5,yes,95,euro 5,~300 000,5w-30,Opel,2009
792,Engine GM LF1,2009-2016,2994,direct injection,250 - 275,285 - 305,aluminum v6,11.7,no,petrol,euro 5,~300 000,5w-30,GM,2009
793,Engine Opel A30XH,since 2010,2994,direct injection,250 - 275,285 - 305,aluminum v6,11.7,no,95,euro 5,~250 000,5w-30,Opel,2010
794,Engine GM LFX,2011-2020,3564,direct injection,300 - 325,355 - 375,aluminum v6,11.5,no,petrol,euro 5,~300 000,5w-30,GM,2011
795,Engine GM LGX,since 2015,3564,direct injection,310 - 335,365 - 385,aluminum v6,11.5,no,petrol,euro 5/6,~300 000,5w-30,GM,2015
796,Engine GM LLT,2007-2017,3564,direct injection,280 - 315,350 - 380,aluminum v6,11.3,no,petrol,euro 4/5,~280 000,5w-30,GM,2007
797,Engine GM LY7,2003-2012,3564,direct injection,240 - 275,305 - 345,aluminum v6,10.2,no,petrol,euro 4,~280 000,5w-30,GM,2003
798,Engine GM LE2,since 2016,1399,direct injection,150 - 155,240,aluminum r4,10,mhi td04l,petrol,euro 6,~250 000,5w-30,GM,2016
799,Engine GM LFV,since 2014,1490,direct injection,163 - 169,250,aluminum r4,10,mhi,petrol,euro 5/6,~250 000,5w-30,GM,2014
800,Engine GM LYX,since 2017,1490,direct injection,170,275,aluminum r4,10,mhi,petrol,euro 5/6,~240 000,5w-30,GM,2017
801,Engine GM LR4,1998-2007,4806,distributed injection,255 - 285,385 - 400,cast iron v8,9.4,no,petrol,euro 2,~450 000,5w-30,GM,1998
802,Engine GM LM7,1999-2007,5327,distributed injection,270 - 300,425 - 455,aluminum v8,9.5,no,petrol,euro 2,~500 000,5w-30,GM,1999
803,Engine GM LY2,2006-2017,4806,distributed injection,260 - 305,400 - 415,cast iron v8,9.1,no,petrol,euro 3/4,~400 000,5w-30,GM,2006
804,Engine GM LY5,2006-2014,5327,distributed injection,315 - 325,455 - 470,cast iron v8,9.9,no,petrol,euro 3/4,~400 000,5w-30,GM,2006
805,Engine GM LFA,2007-2013,5972,distributed injection,332 (379 together with electric motor),498,aluminum v8,10.8,no,petrol,euro 4,~400 000,5w-30,GM,2007
806,Engine GM L92,2006-2014,6162,distributed injection,390 - 410,565,aluminum v8,10.5,no,petrol,euro 3/4,~400 000,5w-30,GM,2006
807,Engine GM L86,2013-2020,6162,direct injection,409 - 426,610,aluminum v8,11.5,no,petrol,euro 5,~300 000,0w-20,GM,2013
808,Engine GM LH7,2017-2019,1598,common rail,136,320,aluminum r4,16,borgwarner bv38,diesel,euro 6,~250 000,5w-30,GM,2017
809,Engine Great Wall GW4G15,since 2008,1497,distributed injection,95 - 105,132 - 138,aluminum r4,10.5,no,petrol,euro 4,~250 000,5w-30,Great,2008
810,Engine Great Wall GW4G15B,since 2013,1497,distributed injection,143 - 150,203 - 210,aluminum r4,9.3,mhi tf035hm,petrol,euro 5,~200 000,5w-30,Great,2013
811,Engine Great Wall GW4G15K,since 2020,1497,distributed injection,143,210,aluminum r4,9.3,yes,petrol,euro 5,~220 000,5w-30,Great,2020
812,Engine Great Wall GW491QE,2001-2011,2237,distributed injection,105 - 110,190,cast iron r4,8.8,no,petrol,euro 2/3,~300 000,5w-40,Great,2001
813,Engine Toyota 4Y-E,1985-1996,2237,injector,100 - 110,180 - 190,cast iron r4,9,no,92,euro 2-4,~250 000,5w-30,Toyota,1985
814,Engine Great Wall 4G63S4M,since 2004,1997,distributed injection,116 - 122,175,cast iron r4,10,no,petrol,euro 4/5,~250 000,10w-40,Great,2004
815,Engine Great Wall 4G63S4T,since 2012,1997,distributed injection,150 - 177,250,cast iron r4,9.3,mhi td04hl,petrol,euro 4/5,~220 000,10w-40,Great,2012
816,Engine Great Wall 4G64S4M,since 2004,2351,distributed injection,128 - 130,190,cast iron r4,9.5,no,petrol,euro 4,~300 000,10w-40,Great,2004
817,Engine Great Wall 4G69S4N,since 2009,2378,direct injection,136,200 - 205,cast iron r4,9.8,no,petrol,euro 4/5,~320 000,10w-40,Great,2009
818,Engine Great Wall GW4B15,since 2018,1499,direct injection,150 - 170,280 - 285,aluminum r4,9.6,yes,petrol,euro 5,~200 000,0w-30,Great,2018
819,Engine Great Wall GW4B15A,since 2020,1499,direct injection,150 - 170,280 - 285,aluminum r4,9.6,yes,petrol,euro 5,~220 000,0w-30,Great,2020
820,Engine Great Wall GW4B15D,since 2021,1499,direct injection,150,230,aluminum r4,11.8,yes,petrol,euro 5,~200 000,0w-20,Great,2021
821,Engine Great Wall GW4C20,2013-2019,1967,direct injection,190 - 218,310 - 324,cast iron r4,9.6,borgwarner k03,petrol,euro 5,~220 000,5w-40,Great,2013
822,Engine Great Wall GW4C20A,since 2017,1967,direct injection,245,350,cast iron r4,10,borgwarner k04,petrol,euro 5,~220 000,5w-40,Great,2017
823,Engine Great Wall GW4C20B,since 2019,1967,direct injection,218,380,cast iron r4,9.6,yes,petrol,euro 6,~230 000,5w-30,Great,2019
824,Engine Great Wall GW4C20NT,since 2018,1967,direct injection,190,340,cast iron r4,9.6,yes,petrol,euro 5,~240 000,5w-40,Great,2018
825,Engine Great Wall GW2.8TC,2006-2011,2771,common rail,95,225,cast iron r4,17.2,mhi tf035hm,diesel,euro 3,~250 000,10w-40,Great,2006
826,Engine Isuzu 4JB1,1988-1998,2771,direct injection,,,cast iron r4,,,diesel,,~450 000,5w-40,Isuzu,1988
827,Engine Great Wall GW4D20,since 2010,1996,common rail,140 - 150,310,cast iron r4,16.7,borgwarner bv43,diesel,euro 4/5,~250 000,"5w-40, 10w-40",Great,2010
828,Engine Great Wall GW4D20B,since 2011,1996,common rail,140,305,cast iron r4,16.7,borgwarner bv43,diesel,euro 5,~220 000,0w-30,Great,2011
829,Engine Great Wall GW4D20D,since 2018,1996,common rail,143,315,cast iron r4,16.3,garrett gtc1446vz,diesel,euro 5,~270 000,5w-30,Great,2018
830,Engine Great Wall GW4D20T,since 2017,1996,common rail,190,420,cast iron r4,16,borgwarner r2s,diesel,euro 5,~250 000,5w-30,Great,2017
831,Engine Hyundai G4EA,1994-1999,1341,carburetor,71,110,cast iron r4,9.5,no,92,euro 1,~300 000,"5w-40, 10w-40",Hyundai,1994
832,Engine Hyundai G4EH,1994-2005,1341,distributed injection,60 - 85,105 - 119,cast iron r4,9.5,no,92,euro 2/3,~300 000,"5w-40, 10w-40",Hyundai,1994
833,Engine Hyundai-Kia G4EE,2005-2012,1399,distributed injection,75 / 97,125,cast iron r4,10,no,92,euro 4,~350 000,"5w-30, 5w-40",Hyundai-Kia,2005
834,Engine Hyundai G4EB,1999-2012,1495,distributed injection,90,132,cast iron r4,10,no,92,euro 2/3,~350 000,"5w-40, 10w-40",Hyundai,1999
835,Engine Hyundai G4EC,1999-2012,1495,distributed injection,102,134,cast iron r4,10,no,92,euro 2/3,~350 000,"5w-40, 10w-40",Hyundai,1999
836,Engine Hyundai G4ER,1995-2000,1495,distributed injection,99,134,cast iron r4,9.5,no,92,euro 2,~300 000,5w-40,Hyundai,1995
837,Engine Hyundai G4EK,1991-2000,1495,distributed injection,,,cast iron r4,,,92,euro 2,~300 000,"5w-40, 10w-40",Hyundai,1991
838,Engine Hyundai-Kia G4ED,2000-2012,1599,distributed injection,103 - 112,141 - 146,cast iron r4,10,no,92,euro 3/4,~350 000,"5w-30, 5w-40",Hyundai-Kia,2000
839,Engine Hyundai G4GR,1995-2001,1599,distributed injection,114,145,cast iron r4,9.85,no,92,euro 2,~300 000,5w-40,Hyundai,1995
840,Engine Hyundai-Kia G4GB,2001-2010,1795,distributed injection,122 - 132,162 - 166,cast iron r4,10,no,92,euro 3/4,~400 000,"5w-30, 5w-40",Hyundai-Kia,2001
841,Engine Hyundai G4GM,1995-2000,1795,distributed injection,128 - 132,165 - 170,cast iron r4,10,no,92,euro 2,~320 000,5w-40,Hyundai,1995
842,Engine Hyundai G4GF,1996-2002,1975,distributed injection,139,182,cast iron r4,10.3,no,92,euro 2,~330 000,5w-40,Hyundai,1996
843,Engine Hyundai G6BP,1998-2005,1998,distributed injection,137 - 148,177 - 183,aluminum v6,10,no,92,euro 2/3,~250 000,5w-40,Hyundai,1998
844,Engine Hyundai-Kia G6BV,1998-2005,2493,distributed injection,160 - 170,230,aluminum v6,10,no,92,euro 3,~250 000,5w-40,Hyundai-Kia,1998
845,Engine Hyundai-Kia G6BA,1999-2012,2656,distributed injection,165 - 182,230 - 250,aluminum v6,10,no,92,euro 3/4,~400 000,"5w-30, 5w-40",Hyundai-Kia,1999
846,Engine Hyundai G3HA,2011-2019,814,distributed injection,56,75,cast iron r3,10.1,no,92,euro 5,~200 000,5w-30,Hyundai,2011
847,Engine Hyundai-Kia G4HA,1997-2003,798,distributed injection,,,cast iron r4,,,92,euro 2,~200 000,5w-30,Hyundai-Kia,1997
848,Engine Audi DECA,since 2017,2894,direct injection,450,600,aluminum v6,10,twin-turbo,petrol,euro 6,~200 000,0w-20,Audi,2017
849,Engine Nissan VR30DDTT,,2997,direct injection,,,aluminum v6,10.3,two garrett mgt1446,98,euro 5/6,~200 000,0w-20,Nissan,
850,Engine Nissan VQ35DD,,3498,neo-di direct injection,284,351,aluminum v6,11,no,98,euro 5,~250 000,5w-30,Nissan,
851,Engine Nissan VQ25HR,,2495,injector,220 - 235,250 - 265,aluminum v6,10.3,no,95,euro 4/5,~500 000,"5w-30, 5w-40",Nissan,
852,Engine Nissan VK50VE,2008-2014,5026,distributed injection,390 - 420,500 - 520,aluminum v8,10.9,no,95,euro 4/5,~400 000,"5w-30, 5w-40",Nissan,2008
853,Engine Nissan VG33E,1995-,3274,distributed injection,170 - 180,265 - 275,cast iron v6,8.9 &#8211; 9.0,no,92,euro 2/3,~300 000,5w-30,Nissan,1995
854,Engine Nissan VG30E,1983-1999,2960,distributed injection,150 - 180,240 - 260,cast iron v6,9.0 &#8211; 11.0,no,92,euro 2/3,~390 000,5w-30,Nissan,1983
855,Engine Nissan QR25DER,2013-2017,2488,distributed injection,234 (253 together with electric motor),330 (369 together with electric motor),aluminum r4,9.1,eaton tvs compressor,95,euro 5,~250 000,5w-30,Nissan,2013
856,Engine Nissan KR20DDET,2017-,1970 &#8211; 1997,combined injection,250 - 272,380,aluminum r4,8.0 &#8211; 14.0,garrett mgt2056z,95,euro 6,~220 000,5w-30,Nissan,2017
857,Engine Isuzu 6VD1,1991-2004,3165,injector,,,aluminum v6,,no,petrol,,~350 000,5w-30,Isuzu,1991
858,Engine Isuzu 6VE1,1998-2004,3494,,215,,aluminum v6,,no,petrol,,~330 000,5w-30,Isuzu,1998
859,Engine Isuzu 4ZD1,1985-1997,2255,carburetor,90 - 110,165 - 185,cast iron r4,8.3,no,petrol,euro 1,~275 000,5w-40,Isuzu,1985
860,Engine Isuzu 4ZE1,1988-1998,2559,injector,110 - 120,195 - 205,cast iron r4,8.3,no,petrol,euro 1,~300 000,5w-40,Isuzu,1988
861,Engine Isuzu 4JX1,1998-2004,2999,heui,145 - 160,295 - 335,cast iron r4,19,ihi rhf5,diesel,euro 2/3,~300 000,5w-30,Isuzu,1998
862,Engine Isuzu 4JG2,1991-2000,3059,prechambers,,,cast iron r4,,,diesel,,~450 000,5w-40,Isuzu,1991
